match_id,date,venue,actual_best_11,predicted_best_11,overlap_count
Chennai Super Kings_vs_Lucknow Super Giants_2024-04-23,2024-04-23,"MA Chidambaram Stadium, Chepauk, Chennai","['M Pathirana', 'DL Chahar', 'MJ Henry', 'MP Stoinis', 'Mohsin Khan', 'Mustafizur Rahman', 'Yash Thakur', 'KH Pandya', 'RA Jadeja', 'Ravi Bishnoi', 'TU Deshpande']","['M Pathirana', 'Mustafizur Rahman', 'Yash Thakur', 'MJ Henry', 'Mohsin Khan', 'TU Deshpande', 'DL Chahar', 'Ravi Bishnoi', 'RA Jadeja', 'MP Stoinis', 'KH Pandya']",11
Chennai Super Kings_vs_Mumbai Indians_2024-04-14,2024-04-14,"Wankhede Stadium, Mumbai","['M Pathirana', 'HH Pandya', 'G Coetzee', 'S Gopal', 'TU Deshpande', 'Mustafizur Rahman', 'JJ Bumrah', 'Mohammad Nabi', 'SN Thakur', 'RA Jadeja', 'Akash Madhwal']","['M Pathirana', 'Mustafizur Rahman', 'JJ Bumrah', 'G Coetzee', 'Akash Madhwal', 'RA Jadeja', 'TU Deshpande', 'HH Pandya', 'SN Thakur', 'R Shepherd', 'S Gopal']",10
Chennai Super Kings_vs_Punjab Kings_2024-05-05,2024-05-05,"Himachal Pradesh Cricket Association Stadium, Dharamsala","['HV Patel', 'RA Jadeja', 'RD Chahar', 'Simarjeet Singh', 'TU Deshpande', 'Arshdeep Singh', 'MJ Santner', 'SN Thakur', 'SM Curran', 'Harpreet Brar', 'K Rabada']","['HV Patel', 'RA Jadeja', 'Simarjeet Singh', 'TU Deshpande', 'RD Chahar', 'MJ Santner', 'SM Curran', 'Arshdeep Singh', 'SN Thakur', 'K Rabada', 'RJ Gleeson']",10
Chennai Super Kings_vs_Punjab Kings_2023-04-30,2023-04-30,"MA Chidambaram Stadium, Chepauk, Chennai","['TU Deshpande', 'RA Jadeja', 'Arshdeep Singh', 'M Pathirana', 'RD Chahar', 'SM Curran', 'Sikandar Raza', 'K Rabada', 'LS Livingstone', 'M Theekshana', 'MM Ali']","['TU Deshpande', 'M Pathirana', 'RA Jadeja', 'Arshdeep Singh', 'Sikandar Raza', 'Akash Singh', 'LS Livingstone', 'M Theekshana', 'MM Ali', 'K Rabada', 'SM Curran']",10
Chennai Super Kings_vs_Punjab Kings_2024-05-01,2024-05-01,"MA Chidambaram Stadium, Chepauk, Chennai","['Harpreet Brar', 'RD Chahar', 'Arshdeep Singh', 'K Rabada', 'RJ Gleeson', 'S Dube', 'SN Thakur', 'Mustafizur Rahman', 'DL Chahar', 'HV Patel', 'RA Jadeja']","['HV Patel', 'Harpreet Brar', 'RD Chahar', 'Mustafizur Rahman', 'RJ Gleeson', 'Arshdeep Singh', 'DL Chahar', 'S Dube', 'MM Ali', 'K Rabada', 'RA Jadeja']",10
Chennai Super Kings_vs_Royal Challengers Bangalore_2023-04-17,2023-04-17,"M Chinnaswamy Stadium, Bengaluru","['TU Deshpande', 'M Pathirana', 'HV Patel', 'MM Ali', 'Mohammed Siraj', 'M Theekshana', 'GJ Maxwell', 'PWH de Silva', 'Akash Singh', 'Vijaykumar Vyshak', 'WD Parnell']","['TU Deshpande', 'Mohammed Siraj', 'Vijaykumar Vyshak', 'M Pathirana', 'MM Ali', 'WD Parnell', 'HV Patel', 'Akash Singh', 'GJ Maxwell', 'PWH de Silva', 'M Theekshana']",11
Chennai Super Kings_vs_Sunrisers Hyderabad_2024-04-28,2024-04-28,"MA Chidambaram Stadium, Chepauk, Chennai","['TU Deshpande', 'M Pathirana', 'Mustafizur Rahman', 'RA Jadeja', 'SN Thakur', 'B Kumar', 'JD Unadkat', 'T Natarajan', 'DL Chahar', 'Nithish Kumar Reddy', 'Shahbaz Ahmed']","['M Pathirana', 'TU Deshpande', 'Mustafizur Rahman', 'T Natarajan', 'RA Jadeja', 'PJ Cummins', 'DL Chahar', 'B Kumar', 'JD Unadkat', 'SN Thakur', 'Shahbaz Ahmed']",10
Chennai Super Kings_vs_Sunrisers Hyderabad_2024-04-05,2024-04-05,"Rajiv Gandhi International Stadium, Uppal, Hyderabad","['MM Ali', 'JD Unadkat', 'M Theekshana', 'B Kumar', 'PJ Cummins', 'Shahbaz Ahmed', 'T Natarajan', 'DL Chahar', 'Abhishek Sharma', 'Mukesh Choudhary', 'R Ravindra']","['MM Ali', 'PJ Cummins', 'M Theekshana', 'T Natarajan', 'DL Chahar', 'JD Unadkat', 'TU Deshpande', 'M Markande', 'Shahbaz Ahmed', 'B Kumar', 'Abhishek Sharma']",9
Delhi Capitals_vs_Chennai Super Kings_2024-03-31,2024-03-31,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam","['M Pathirana', 'Mukesh Kumar', 'KK Ahmed', 'AR Patel', 'Mustafizur Rahman', 'RA Jadeja', 'TU Deshpande', 'I Sharma', 'MR Marsh', 'A Nortje', 'DL Chahar']","['M Pathirana', 'Mukesh Kumar', 'KK Ahmed', 'A Nortje', 'Mustafizur Rahman', 'I Sharma', 'RA Jadeja', 'MR Marsh', 'AR Patel', 'DL Chahar', 'Rasikh Salam']",10
Delhi Capitals_vs_Chennai Super Kings_2025-04-05,2025-04-05,"MA Chidambaram Stadium, Chepauk, Chennai","['KK Ahmed', 'M Pathirana', 'V Nigam', 'MA Starc', 'Kuldeep Yadav', 'Mukesh Kumar', 'RA Jadeja', 'Noor Ahmad', 'MM Sharma', 'AR Patel', 'R Ashwin']","['MA Starc', 'Noor Ahmad', 'M Pathirana', 'KK Ahmed', 'V Nigam', 'Kuldeep Yadav', 'Mukesh Kumar', 'MM Sharma', 'R Ashwin', 'RA Jadeja', 'AR Patel']",11
Delhi Capitals_vs_Gujarat Titans_2023-04-04,2023-04-04,"Arun Jaitley Stadium, Delhi","['Mohammed Shami', 'Rashid Khan', 'AS Joseph', 'A Nortje', 'MR Marsh', 'KK Ahmed', 'Kuldeep Yadav', 'HH Pandya', 'J Little', 'Yash Dayal', 'Mukesh Kumar']","['Mohammed Shami', 'Rashid Khan', 'AS Joseph', 'MR Marsh', 'A Nortje', 'Kuldeep Yadav', 'KK Ahmed', 'HH Pandya', 'J Little', 'Yash Dayal', 'Mukesh Kumar']",11
Delhi Capitals_vs_Gujarat Titans_2024-04-24,2024-04-24,"Arun Jaitley Stadium, Delhi","['S Sandeep Warrier', 'Rasikh Salam', 'Kuldeep Yadav', 'AR Patel', 'Mukesh Kumar', 'A Nortje', 'Noor Ahmad', 'Azmatullah Omarzai', 'M Shahrukh Khan', 'R Sai Kishore', 'Rashid Khan']","['S Sandeep Warrier', 'Mukesh Kumar', 'Kuldeep Yadav', 'Rasikh Salam', 'Rashid Khan', 'A Nortje', 'AR Patel', 'Noor Ahmad', 'KK Ahmed', 'M Shahrukh Khan', 'Azmatullah Omarzai']",10
Delhi Capitals_vs_Gujarat Titans_2023-05-02,2023-05-02,"Narendra Modi Stadium, Ahmedabad","['Mohammed Shami', 'I Sharma', 'KK Ahmed', 'MM Sharma', 'Kuldeep Yadav', 'Rashid Khan', 'A Nortje', 'Noor Ahmad', 'AR Patel', 'HH Pandya', 'J Little']","['MM Sharma', 'Mohammed Shami', 'AR Patel', 'Noor Ahmad', 'Rashid Khan', 'I Sharma', 'KK Ahmed', 'A Nortje', 'Kuldeep Yadav', 'J Little', 'HH Pandya']",11
Delhi Capitals_vs_Kolkata Knight Riders_2024-04-29,2024-04-29,"Eden Gardens, Kolkata","['CV Varun', 'AR Patel', 'Harshit Rana', 'VG Arora', 'SP Narine', 'LB Williams', 'MA Starc', 'AD Russell', 'Kuldeep Yadav', 'KK Ahmed', 'Rasikh Salam']","['AR Patel', 'VG Arora', 'CV Varun', 'Harshit Rana', 'MA Starc', 'SP Narine', 'LB Williams', 'AD Russell', 'Rasikh Salam', 'Kuldeep Yadav', 'KK Ahmed']",11
Delhi Capitals_vs_Lucknow Super Giants_2024-05-14,2024-05-14,"Arun Jaitley Stadium, Delhi","['I Sharma', 'Mukesh Kumar', 'Naveen-ul-Haq', 'Ravi Bishnoi', 'AR Patel', 'Kuldeep Yadav', 'T Stubbs', 'KK Ahmed', 'Arshad Khan', 'DJ Hooda', 'Gulbadin Naib']","['Mukesh Kumar', 'Naveen-ul-Haq', 'I Sharma', 'Rasikh Salam', 'KK Ahmed', 'Kuldeep Yadav', 'Arshad Khan', 'Ravi Bishnoi', 'AR Patel', 'T Stubbs', 'KH Pandya']",9
Delhi Capitals_vs_Mumbai Indians_2023-04-11,2023-04-11,"Arun Jaitley Stadium, Delhi","['JP Behrendorff', 'PP Chawla', 'RP Meredith', 'Mukesh Kumar', 'Lalit Yadav', 'HR Shokeen', 'Mustafizur Rahman', 'AR Patel', 'A Nortje', 'Arshad Khan', 'Tilak Varma']","['JP Behrendorff', 'PP Chawla', 'RP Meredith', 'Mustafizur Rahman', 'Mukesh Kumar', 'A Nortje', 'Kuldeep Yadav', 'HR Shokeen', 'AR Patel', 'Arshad Khan', 'Lalit Yadav']",10
Delhi Capitals_vs_Mumbai Indians_2024-04-27,2024-04-27,"Arun Jaitley Stadium, Delhi","['Mukesh Kumar', 'Rasikh Salam', 'KK Ahmed', 'JJ Bumrah', 'PP Chawla', 'Mohammad Nabi', 'L Wood', 'LB Williams', 'AR Patel', 'HH Pandya', 'Kuldeep Yadav']","['JJ Bumrah', 'Mukesh Kumar', 'Rasikh Salam', 'Kuldeep Yadav', 'PP Chawla', 'L Wood', 'KK Ahmed', 'AR Patel', 'Mohammad Nabi', 'LB Williams', 'HH Pandya']",11
Delhi Capitals_vs_Punjab Kings_2023-05-17,2023-05-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala","['A Nortje', 'SM Curran', 'I Sharma', 'KK Ahmed', 'AR Patel', 'Mukesh Kumar', 'Kuldeep Yadav', 'Arshdeep Singh', 'RD Chahar', 'Harpreet Brar', 'K Rabada']","['A Nortje', 'I Sharma', 'RD Chahar', 'AR Patel', 'KK Ahmed', 'Mukesh Kumar', 'Arshdeep Singh', 'SM Curran', 'NT Ellis', 'K Rabada', 'Harpreet Brar']",10
Delhi Capitals_vs_Punjab Kings_2024-03-23,2024-03-23,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur","['HV Patel', 'I Sharma', 'Kuldeep Yadav', 'Arshdeep Singh', 'KK Ahmed', 'Harpreet Brar', 'K Rabada', 'RD Chahar', 'AR Patel', 'SM Curran', 'Sumit Kumar']","['HV Patel', 'I Sharma', 'KK Ahmed', 'Kuldeep Yadav', 'RD Chahar', 'K Rabada', 'Arshdeep Singh', 'SM Curran', 'Harpreet Brar', 'MR Marsh', 'AR Patel']",10
Delhi Capitals_vs_Rajasthan Royals_2024-05-07,2024-05-07,"Arun Jaitley Stadium, Delhi","['R Ashwin', 'Sandeep Sharma', 'Kuldeep Yadav', 'KK Ahmed', 'Mukesh Kumar', 'AR Patel', 'Rasikh Salam', 'TA Boult', 'YS Chahal', 'R Parag', 'I Sharma']","['R Ashwin', 'Mukesh Kumar', 'Rasikh Salam', 'Sandeep Sharma', 'I Sharma', 'Kuldeep Yadav', 'AR Patel', 'TA Boult', 'YS Chahal', 'KK Ahmed', 'R Parag']",11
Delhi Capitals_vs_Rajasthan Royals_2025-04-16,2025-04-16,"Arun Jaitley Stadium, Delhi","['JC Archer', 'MA Starc', 'Sandeep Sharma', 'AR Patel', 'Kuldeep Yadav', 'V Nigam', 'M Theekshana', 'PWH de Silva', 'R Parag', 'T Stubbs', 'MM Sharma']","['JC Archer', 'V Nigam', 'Kuldeep Yadav', 'M Theekshana', 'MA Starc', 'Sandeep Sharma', 'Mukesh Kumar', 'T Stubbs', 'PWH de Silva', 'AR Patel', 'TU Deshpande']",9
Delhi Capitals_vs_Sunrisers Hyderabad_2023-04-24,2023-04-24,"Rajiv Gandhi International Stadium, Uppal, Hyderabad","['B Kumar', 'Washington Sundar', 'AR Patel', 'A Nortje', 'T Natarajan', 'Kuldeep Yadav', 'I Sharma', 'AK Markram', 'M Markande', 'MR Marsh', 'Mukesh Kumar']","['AR Patel', 'A Nortje', 'B Kumar', 'M Markande', 'T Natarajan', 'M Jansen', 'Kuldeep Yadav', 'Umran Malik', 'Washington Sundar', 'I Sharma', 'AK Markram']",9
Gujarat Titans_vs_Chennai Super Kings_2023-05-29,2023-05-29,"Narendra Modi Stadium, Ahmedabad","['MM Sharma', 'Noor Ahmad', 'M Pathirana', 'DL Chahar', 'RA Jadeja', 'HH Pandya', 'M Theekshana', 'Mohammed Shami', 'J Little', 'Rashid Khan', 'TU Deshpande']","['MM Sharma', 'M Pathirana', 'Mohammed Shami', 'DL Chahar', 'M Theekshana', 'Noor Ahmad', 'RA Jadeja', 'Rashid Khan', 'TU Deshpande', 'J Little', 'HH Pandya']",11
Gujarat Titans_vs_Chennai Super Kings_2024-05-10,2024-05-10,"Narendra Modi Stadium, Ahmedabad","['MM Sharma', 'UT Yadav', 'TU Deshpande', 'Rashid Khan', 'S Sandeep Warrier', 'Simarjeet Singh', 'SN Thakur', 'DJ Mitchell', 'Kartik Tyagi', 'MJ Santner', 'Noor Ahmad']","['MM Sharma', 'TU Deshpande', 'UT Yadav', 'S Sandeep Warrier', 'Simarjeet Singh', 'Noor Ahmad', 'RA Jadeja', 'Rashid Khan', 'MJ Santner', 'DJ Mitchell', 'Kartik Tyagi']",10
Gujarat Titans_vs_Delhi Capitals_2024-04-17,2024-04-17,"Narendra Modi Stadium, Ahmedabad","['I Sharma', 'Mukesh Kumar', 'T Stubbs', 'S Sandeep Warrier', 'AR Patel', 'KK Ahmed', 'Rashid Khan', 'SH Johnson', 'Kuldeep Yadav', 'Noor Ahmad']","['Mukesh Kumar', 'T Stubbs', 'KK Ahmed', 'SH Johnson', 'I Sharma', 'Rashid Khan', 'AR Patel', 'S Sandeep Warrier', 'Noor Ahmad', 'Kuldeep Yadav']",10
Gujarat Titans_vs_Kolkata Knight Riders_2023-04-09,2023-04-09,"Narendra Modi Stadium, Ahmedabad","['SP Narine', 'Rashid Khan', 'AS Joseph', 'Mohammed Shami', 'Suyash Sharma', 'J Little', 'LH Ferguson', 'UT Yadav', 'CV Varun', 'SN Thakur', 'Yash Dayal']","['Mohammed Shami', 'Suyash Sharma', 'SP Narine', 'Rashid Khan', 'AS Joseph', 'CV Varun', 'UT Yadav', 'J Little', 'Yash Dayal', 'LH Ferguson', 'SN Thakur']",11
Gujarat Titans_vs_Lucknow Super Giants_2023-04-22,2023-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['MM Sharma', 'KH Pandya', 'Noor Ahmad', 'MP Stoinis', 'A Mishra', 'Naveen-ul-Haq', 'Rashid Khan', 'J Yadav', 'Mohammed Shami', 'Avesh Khan', 'HH Pandya']","['HH Pandya', 'MM Sharma', 'Rashid Khan', 'A Mishra', 'KH Pandya', 'MP Stoinis', 'Noor Ahmad', 'Ravi Bishnoi', 'Avesh Khan', 'Naveen-ul-Haq', 'J Yadav']",10
Gujarat Titans_vs_Lucknow Super Giants_2025-04-12,2025-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['M Prasidh Krishna', 'Ravi Bishnoi', 'SN Thakur', 'Avesh Khan', 'DS Rathi', 'Rashid Khan', 'Washington Sundar', 'Arshad Khan', 'AK Markram', 'R Sai Kishore', 'Akash Deep']","['M Prasidh Krishna', 'SN Thakur', 'DS Rathi', 'Mohammed Siraj', 'Ravi Bishnoi', 'Washington Sundar', 'Rashid Khan', 'Avesh Khan', 'Akash Deep', 'AK Markram', 'Arshad Khan']",10
Gujarat Titans_vs_Lucknow Super Giants_2023-05-07,2023-05-07,"Narendra Modi Stadium, Ahmedabad","['MM Sharma', 'Noor Ahmad', 'Avesh Khan', 'Mohammed Shami', 'Rashid Khan', 'Mohsin Khan', 'AS Joseph', 'KR Mayers', 'MP Stoinis', 'Swapnil Singh', 'KH Pandya']","['MM Sharma', 'Mohammed Shami', 'Rashid Khan', 'Noor Ahmad', 'AS Joseph', 'Mohsin Khan', 'Avesh Khan', 'Ravi Bishnoi', 'HH Pandya', 'MP Stoinis', 'Swapnil Singh']",9
Gujarat Titans_vs_Mumbai Indians_2023-04-25,2023-04-25,"Narendra Modi Stadium, Ahmedabad","['MM Sharma', 'Noor Ahmad', 'Rashid Khan', 'PP Chawla', 'Arjun Tendulkar', 'HH Pandya', 'JP Behrendorff', 'K Kartikeya', 'RP Meredith', 'Mohammed Shami', 'J Little']","['MM Sharma', 'PP Chawla', 'Rashid Khan', 'Noor Ahmad', 'Mohammed Shami', 'Arjun Tendulkar', 'RP Meredith', 'JP Behrendorff', 'K Kartikeya', 'C Green', 'J Little']",10
Gujarat Titans_vs_Mumbai Indians_2023-05-26,2023-05-26,"Narendra Modi Stadium, Ahmedabad","['MM Sharma', 'Rashid Khan', 'Akash Madhwal', 'Mohammed Shami', 'J Little', 'PP Chawla', 'JP Behrendorff', 'K Kartikeya', 'Noor Ahmad', 'HH Pandya', 'C Green']","['MM Sharma', 'Akash Madhwal', 'Mohammed Shami', 'Rashid Khan', 'PP Chawla', 'Noor Ahmad', 'K Kartikeya', 'J Little', 'C Green', 'JP Behrendorff', 'CJ Jordan']",10
Gujarat Titans_vs_Mumbai Indians_2024-03-24,2024-03-24,"Narendra Modi Stadium, Ahmedabad","['JJ Bumrah', 'G Coetzee', 'Azmatullah Omarzai', 'MM Sharma', 'UT Yadav', 'SH Johnson', 'R Sai Kishore', 'PP Chawla', 'Rashid Khan', 'Naman Dhir', 'SZ Mulani']","['JJ Bumrah', 'MM Sharma', 'SH Johnson', 'G Coetzee', 'Azmatullah Omarzai', 'PP Chawla', 'R Sai Kishore', 'Rashid Khan', 'UT Yadav', 'HH Pandya', 'Naman Dhir']",10
Gujarat Titans_vs_Mumbai Indians_2025-03-29,2025-03-29,"Narendra Modi Stadium, Ahmedabad","['M Prasidh Krishna', 'HH Pandya', 'DL Chahar', 'Mohammed Siraj', 'PVSN Raju', 'R Sai Kishore', 'TA Boult', 'K Rabada', 'Mujeeb Ur Rahman', 'Rashid Khan', 'I Sharma']","['R Sai Kishore', 'PVSN Raju', 'M Prasidh Krishna', 'I Sharma', 'HH Pandya', 'DL Chahar', 'Mohammed Siraj', 'TA Boult', 'Mujeeb Ur Rahman', 'Rashid Khan', 'K Rabada']",11
Gujarat Titans_vs_Punjab Kings_2024-04-04,2024-04-04,"Narendra Modi Stadium, Ahmedabad","['Noor Ahmad', 'K Rabada', 'DG Nalkande', 'Harpreet Brar', 'Azmatullah Omarzai', 'HV Patel', 'MM Sharma', 'Rashid Khan', 'UT Yadav', 'Arshdeep Singh', 'SM Curran']","['MM Sharma', 'Harpreet Brar', 'K Rabada', 'Azmatullah Omarzai', 'Arshdeep Singh', 'HV Patel', 'Noor Ahmad', 'UT Yadav', 'Rashid Khan', 'DG Nalkande', 'Sikandar Raza']",10
Gujarat Titans_vs_Rajasthan Royals_2023-04-16,2023-04-16,"Narendra Modi Stadium, Ahmedabad","['Mohammed Shami', 'Sandeep Sharma', 'A Zampa', 'Rashid Khan', 'HH Pandya', 'YS Chahal', 'TA Boult', 'Noor Ahmad', 'MM Sharma', 'R Ashwin', 'AS Joseph']","['Mohammed Shami', 'MM Sharma', 'Rashid Khan', 'A Zampa', 'Sandeep Sharma', 'AS Joseph', 'TA Boult', 'R Ashwin', 'HH Pandya', 'YS Chahal', 'Noor Ahmad']",11
Gujarat Titans_vs_Rajasthan Royals_2025-04-09,2025-04-09,"Narendra Modi Stadium, Ahmedabad","['M Prasidh Krishna', 'R Sai Kishore', 'Rashid Khan', 'TU Deshpande', 'M Theekshana', 'Mohammed Siraj', 'JC Archer', 'Arshad Khan', 'Sandeep Sharma', 'K Khejroliya', 'Fazalhaq Farooqi']","['M Prasidh Krishna', 'R Sai Kishore', 'Mohammed Siraj', 'Sandeep Sharma', 'TU Deshpande', 'M Theekshana', 'JC Archer', 'K Khejroliya', 'Rashid Khan', 'Arshad Khan', 'Fazalhaq Farooqi']",11
Gujarat Titans_vs_Royal Challengers Bengaluru_2024-05-04,2024-05-04,"M Chinnaswamy Stadium, Bengaluru","['Vijaykumar Vyshak', 'J Little', 'Noor Ahmad', 'Yash Dayal', 'Mohammed Siraj', 'C Green', 'KV Sharma', 'Rashid Khan', 'Swapnil Singh', 'MJ Suthar', 'MM Sharma']","['J Little', 'Noor Ahmad', 'Vijaykumar Vyshak', 'Mohammed Siraj', 'Yash Dayal', 'C Green', 'KV Sharma', 'Swapnil Singh', 'MM Sharma', 'Rashid Khan', 'MJ Suthar']",11
Gujarat Titans_vs_Royal Challengers Bengaluru_2024-04-28,2024-04-28,"Narendra Modi Stadium, Ahmedabad","['Mohammed Siraj', 'Swapnil Singh', 'GJ Maxwell', 'R Sai Kishore', 'Yash Dayal', 'Azmatullah Omarzai', 'S Sandeep Warrier', 'Noor Ahmad', 'C Green', 'KV Sharma', 'MM Sharma']","['MM Sharma', 'R Sai Kishore', 'S Sandeep Warrier', 'GJ Maxwell', 'Mohammed Siraj', 'Rashid Khan', 'Noor Ahmad', 'C Green', 'Azmatullah Omarzai', 'Swapnil Singh', 'KV Sharma']",10
Gujarat Titans_vs_Sunrisers Hyderabad_2023-05-15,2023-05-15,"Narendra Modi Stadium, Ahmedabad","['B Kumar', 'Mohammed Shami', 'MM Sharma', 'M Jansen', 'Yash Dayal', 'T Natarajan', 'Fazalhaq Farooqi', 'AK Markram', 'Abhishek Sharma', 'M Markande', 'R Tewatia']","['MM Sharma', 'B Kumar', 'Mohammed Shami', 'Rashid Khan', 'T Natarajan', 'M Jansen', 'Fazalhaq Farooqi', 'Noor Ahmad', 'M Markande', 'Yash Dayal', 'AK Markram']",9
Kolkata Knight Riders_vs_Chennai Super Kings_2024-04-08,2024-04-08,"MA Chidambaram Stadium, Chepauk, Chennai","['RA Jadeja', 'TU Deshpande', 'Mustafizur Rahman', 'VG Arora', 'M Theekshana', 'SP Narine', 'CV Varun', 'AD Russell', 'AS Roy', 'MA Starc', 'R Ravindra']","['Mustafizur Rahman', 'SP Narine', 'VG Arora', 'TU Deshpande', 'AD Russell', 'CV Varun', 'RA Jadeja', 'MA Starc', 'SN Thakur', 'M Theekshana', 'R Ravindra']",10
