match_id,date,venue,actual_best_11,predicted_best_11,overlap_count
Delhi Capitals_vs_Gujarat Titans_2023-05-02,2023-05-02,"Narendra Modi Stadium, Ahmedabad","['Mohammed Shami', 'HH Pandya', 'Aman Hakim Khan', 'I Sharma', 'KK Ahmed', 'MM Sharma', 'Kuldeep Yadav', 'R Tewatia', 'AR Patel', 'RV Patel', 'Rashid Khan']","['MM Sharma', 'Aman Hakim Khan', 'Shubman Gill', 'Mohammed Shami', 'HH Pandya', 'AR Patel', 'A Manohar', 'AR Patel', 'V Shankar', 'Noor Ahmad', 'Rashid Khan']",6
Delhi Capitals_vs_Kolkata Knight Riders_2024-04-29,2024-04-29,"Eden Gardens, Kolkata","['PD Salt', 'CV Varun', 'VG Arora', 'Harshit Rana', 'AR Patel', 'Kuldeep Yadav', 'SS Iyer', 'VR Iyer', 'RR Pant', 'SP Narine', 'SP Narine']","['PD Salt', 'AR Patel', 'SP Narine', 'RR Pant', 'VG Arora', 'CV Varun', 'SS Iyer', 'Harshit Rana', 'MA Starc', 'Abishek Porel', 'SP Narine']",8
Delhi Capitals_vs_Lucknow Super Giants_2024-05-14,2024-05-14,"Arun Jaitley Stadium, Delhi","['N Pooran', 'Arshad Khan', 'T Stubbs', 'Abishek Porel', 'I Sharma', 'Mukesh Kumar', 'SD Hope', 'Naveen-ul-Haq', 'RR Pant', 'Ravi Bishnoi', 'T Stubbs']","['N Pooran', 'Mukesh Kumar', 'Arshad Khan', 'Abishek Porel', 'RR Pant', 'J Fraser-McGurk', 'Naveen-ul-Haq', 'I Sharma', 'Rasikh Salam', 'T Stubbs', 'AR Patel']",8
Delhi Capitals_vs_Mumbai Indians_2023-04-11,2023-04-11,"Arun Jaitley Stadium, Delhi","['JP Behrendorff', 'RG Sharma', 'AR Patel', 'PP Chawla', 'DA Warner', 'Tilak Varma', 'RP Meredith', 'Mukesh Kumar', 'Ishan Kishan', 'MK Pandey', 'Lalit Yadav']","['JP Behrendorff', 'Tilak Varma', 'DA Warner', 'PP Chawla', 'RP Meredith', 'Mustafizur Rahman', 'TH David', 'AR Patel', 'Ishan Kishan', 'RG Sharma', 'Mukesh Kumar']",9
Delhi Capitals_vs_Mumbai Indians_2024-04-27,2024-04-27,"Arun Jaitley Stadium, Delhi","['J Fraser-McGurk', 'Mukesh Kumar', 'Tilak Varma', 'Rasikh Salam', 'T Stubbs', 'HH Pandya', 'SD Hope', 'TH David', 'KK Ahmed', 'Abishek Porel', 'SA Yadav']","['Tilak Varma', 'RR Pant', 'J Fraser-McGurk', 'JJ Bumrah', 'RG Sharma', 'Mukesh Kumar', 'T Stubbs', 'Rasikh Salam', 'Abishek Porel', 'Kuldeep Yadav', 'PP Chawla']",6
Delhi Capitals_vs_Punjab Kings_2023-05-17,2023-05-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala","['LS Livingstone', 'RR Rossouw', 'A Nortje', 'Atharva Taide', 'PP Shaw', 'DA Warner', 'SM Curran', 'I Sharma', 'PD Salt', 'KK Ahmed', 'AR Patel']","['A Nortje', 'RR Rossouw', 'LS Livingstone', 'Atharva Taide', 'I Sharma', 'PP Shaw', 'DA Warner', 'PD Salt', 'RD Chahar', 'P Simran Singh', 'AR Patel']",9
Delhi Capitals_vs_Punjab Kings_2024-03-23,2024-03-23,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur","['HV Patel', 'SM Curran', 'Kuldeep Yadav', 'I Sharma', 'Arshdeep Singh', 'LS Livingstone', 'KK Ahmed', 'Abishek Porel', 'SD Hope', 'DA Warner', 'P Simran Singh']","['HV Patel', 'SD Hope', 'I Sharma', 'DA Warner', 'KK Ahmed', 'Kuldeep Yadav', 'SM Curran', 'LS Livingstone', 'MR Marsh', 'RD Chahar', 'P Simran Singh']",9
Delhi Capitals_vs_Rajasthan Royals_2024-05-07,2024-05-07,"Arun Jaitley Stadium, Delhi","['SV Samson', 'Abishek Porel', 'R Ashwin', 'J Fraser-McGurk', 'Sandeep Sharma', 'T Stubbs', 'Kuldeep Yadav', 'KK Ahmed', 'Mukesh Kumar', 'SB Dubey', 'R Parag']","['JC Buttler', 'SV Samson', 'R Ashwin', 'Mukesh Kumar', 'RR Pant', 'J Fraser-McGurk', 'Abishek Porel', 'Rasikh Salam', 'Sandeep Sharma', 'YBK Jaiswal', 'I Sharma']",6
Delhi Capitals_vs_Rajasthan Royals_2025-04-16,2025-04-16,"Arun Jaitley Stadium, Delhi","['N Rana', 'YBK Jaiswal', 'Abishek Porel', 'MA Starc', 'JC Archer', 'AR Patel', 'T Stubbs', 'KL Rahul', 'SV Samson', 'Dhruv Jurel', 'Sandeep Sharma']","['SV Samson', 'Abishek Porel', 'KK Nair', 'JC Archer', 'YBK Jaiswal', 'N Rana', 'V Nigam', 'Kuldeep Yadav', 'M Theekshana', 'KL Rahul', 'T Stubbs']",7
Delhi Capitals_vs_Sunrisers Hyderabad_2023-04-24,2023-04-24,"Rajiv Gandhi International Stadium, Uppal, Hyderabad","['B Kumar', 'Washington Sundar', 'AR Patel', 'MA Agarwal', 'T Natarajan', 'A Nortje', 'H Klaasen', 'AR Patel', 'MK Pandey', 'MR Marsh', 'Washington Sundar']","['AR Patel', 'AR Patel', 'A Nortje', 'MA Agarwal', 'MK Pandey', 'H Klaasen', 'B Kumar', 'DA Warner', 'M Markande', 'AK Markram', 'RA Tripathi']",6
Gujarat Titans_vs_Chennai Super Kings_2023-05-29,2023-05-29,"Narendra Modi Stadium, Ahmedabad","['B Sai Sudharsan', 'WP Saha', 'MM Sharma', 'DP Conway', 'Noor Ahmad', 'Shubman Gill', 'M Pathirana', 'S Dube', 'AM Rahane', 'RD Gaikwad', 'HH Pandya']","['Shubman Gill', 'B Sai Sudharsan', 'MM Sharma', 'RD Gaikwad', 'M Pathirana', 'Mohammed Shami', 'DL Chahar', 'DP Conway', 'S Dube', 'M Theekshana', 'Noor Ahmad']",8
Gujarat Titans_vs_Chennai Super Kings_2024-05-10,2024-05-10,"Narendra Modi Stadium, Ahmedabad","['Shubman Gill', 'B Sai Sudharsan', 'DJ Mitchell', 'MM Sharma', 'MM Ali', 'UT Yadav', 'TU Deshpande', 'Rashid Khan', 'MS Dhoni', 'S Dube', 'RA Jadeja']","['B Sai Sudharsan', 'DJ Mitchell', 'RD Gaikwad', 'MM Sharma', 'Shubman Gill', 'MM Ali', 'TU Deshpande', 'UT Yadav', 'DA Miller', 'S Dube', 'S Sandeep Warrier']",8
Gujarat Titans_vs_Delhi Capitals_2024-04-17,2024-04-17,"Narendra Modi Stadium, Ahmedabad","['Mukesh Kumar', 'I Sharma', 'T Stubbs', 'S Sandeep Warrier', 'Rashid Khan', 'AR Patel', 'KK Ahmed', 'J Fraser-McGurk', 'SD Hope', 'Rashid Khan', 'SH Johnson']","['Mukesh Kumar', 'Shubman Gill', 'B Sai Sudharsan', 'PP Shaw', 'T Stubbs', 'KK Ahmed', 'SH Johnson', 'RR Pant', 'J Fraser-McGurk', 'I Sharma', 'SD Hope']",7
Gujarat Titans_vs_Kolkata Knight Riders_2023-04-09,2023-04-09,"Narendra Modi Stadium, Ahmedabad","['VR Iyer', 'V Shankar', 'SP Narine', 'Rashid Khan', 'B Sai Sudharsan', 'RK Singh', 'N Rana', 'AS Joseph', 'Shubman Gill', 'Suyash Sharma', 'Mohammed Shami']","['VR Iyer', 'B Sai Sudharsan', 'Shubman Gill', 'RK Singh', 'Mohammed Shami', 'Suyash Sharma', 'SP Narine', 'Rashid Khan', 'DA Miller', 'AS Joseph', 'Rahmanullah Gurbaz']",9
Gujarat Titans_vs_Lucknow Super Giants_2023-04-22,2023-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['MM Sharma', 'HH Pandya', 'KL Rahul', 'Noor Ahmad', 'KH Pandya', 'MP Stoinis', 'WP Saha', 'Naveen-ul-Haq', 'A Mishra', 'KR Mayers', 'Rashid Khan']","['KL Rahul', 'HH Pandya', 'MM Sharma', 'WP Saha', 'HH Pandya', 'Shubman Gill', 'Rashid Khan', 'A Mishra', 'MP Stoinis', 'KH Pandya', 'KR Mayers']",9
Gujarat Titans_vs_Lucknow Super Giants_2025-04-12,2025-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","['N Pooran', 'AK Markram', 'Shubman Gill', 'B Sai Sudharsan', 'M Prasidh Krishna', 'SN Thakur', 'Ravi Bishnoi', 'A Badoni', 'Rashid Khan', 'DS Rathi', 'Avesh Khan']","['B Sai Sudharsan', 'M Prasidh Krishna', 'AK Markram', 'SN Thakur', 'N Pooran', 'Shubman Gill', 'SE Rutherford', 'A Badoni', 'JC Buttler', 'DS Rathi', 'Mohammed Siraj']",8
Gujarat Titans_vs_Lucknow Super Giants_2023-05-07,2023-05-07,"Narendra Modi Stadium, Ahmedabad","['Shubman Gill', 'WP Saha', 'MM Sharma', 'Q de Kock', 'KR Mayers', 'HH Pandya', 'DA Miller', 'A Badoni', 'Noor Ahmad', 'Mohammed Shami', 'Avesh Khan']","['Q de Kock', 'MM Sharma', 'Shubman Gill', 'Mohammed Shami', 'KR Mayers', 'HH Pandya', 'Rashid Khan', 'A Badoni', 'Noor Ahmad', 'DA Miller', 'AS Joseph']",9
Gujarat Titans_vs_Mumbai Indians_2023-04-25,2023-04-25,"Narendra Modi Stadium, Ahmedabad","['Shubman Gill', 'Noor Ahmad', 'MM Sharma', 'DA Miller', 'A Manohar', 'N Wadhera', 'Rashid Khan', 'PP Chawla', 'C Green', 'R Tewatia', 'SA Yadav']","['MM Sharma', 'Shubman Gill', 'PP Chawla', 'C Green', 'SA Yadav', 'Rashid Khan', 'Noor Ahmad', 'V Shankar', 'HH Pandya', 'Tilak Varma', 'Mohammed Shami']",7
Gujarat Titans_vs_Mumbai Indians_2023-05-26,2023-05-26,"Narendra Modi Stadium, Ahmedabad","['Shubman Gill', 'MM Sharma', 'SA Yadav', 'Tilak Varma', 'B Sai Sudharsan', 'Rashid Khan', 'Mohammed Shami', 'Akash Madhwal', 'HH Pandya', 'C Green', 'J Little']","['Shubman Gill', 'MM Sharma', 'Akash Madhwal', 'SA Yadav', 'B Sai Sudharsan', 'C Green', 'Mohammed Shami', 'Rashid Khan', 'PP Chawla', 'Tilak Varma', 'N Wadhera']",9
Gujarat Titans_vs_Mumbai Indians_2024-03-24,2024-03-24,"Narendra Modi Stadium, Ahmedabad","['JJ Bumrah', 'RG Sharma', 'D Brevis', 'G Coetzee', 'MM Sharma', 'Azmatullah Omarzai', 'B Sai Sudharsan', 'UT Yadav', 'SH Johnson', 'Shubman Gill', 'Tilak Varma']","['Shubman Gill', 'JJ Bumrah', 'B Sai Sudharsan', 'MM Sharma', 'SH Johnson', 'G Coetzee', 'D Brevis', 'Azmatullah Omarzai', 'Tilak Varma', 'PP Chawla', 'V Shankar']",9
Gujarat Titans_vs_Mumbai Indians_2025-03-29,2025-03-29,"Narendra Modi Stadium, Ahmedabad","['B Sai Sudharsan', 'SA Yadav', 'M Prasidh Krishna', 'HH Pandya', 'Mohammed Siraj', 'DL Chahar', 'JC Buttler', 'PVSN Raju', 'Shubman Gill', 'Tilak Varma', 'MJ Santner']","['B Sai Sudharsan', 'Shubman Gill', 'SA Yadav', 'R Sai Kishore', 'PVSN Raju', 'JC Buttler', 'M Prasidh Krishna', 'I Sharma', 'HH Pandya', 'Tilak Varma', 'SE Rutherford']",8
Gujarat Titans_vs_Punjab Kings_2024-04-04,2024-04-04,"Narendra Modi Stadium, Ahmedabad","['Shubman Gill', 'Shashank Singh', 'Noor Ahmad', 'K Rabada', 'B Sai Sudharsan', 'P Simran Singh', 'Ashutosh Sharma', 'R Tewatia', 'KS Williamson', 'JM Bairstow', 'DG Nalkande']","['B Sai Sudharsan', 'MM Sharma', 'Shubman Gill', 'Shashank Singh', 'Ashutosh Sharma', 'Harpreet Brar', 'S Dhawan', 'K Rabada', 'Azmatullah Omarzai', 'WP Saha', 'Arshdeep Singh']",5
Gujarat Titans_vs_Rajasthan Royals_2023-04-16,2023-04-16,"Narendra Modi Stadium, Ahmedabad","['SV Samson', 'SO Hetmyer', 'Sandeep Sharma', 'Mohammed Shami', 'DA Miller', 'A Zampa', 'Shubman Gill', 'Rashid Khan', 'A Manohar', 'HH Pandya', 'D Padikkal']","['Shubman Gill', 'B Sai Sudharsan', 'JC Buttler', 'SO Hetmyer', 'Mohammed Shami', 'MM Sharma', 'Rashid Khan', 'SV Samson', 'A Zampa', 'Sandeep Sharma', 'AS Joseph']",7
Gujarat Titans_vs_Rajasthan Royals_2025-04-09,2025-04-09,"Narendra Modi Stadium, Ahmedabad","['B Sai Sudharsan', 'M Prasidh Krishna', 'SO Hetmyer', 'Rashid Khan', 'R Sai Kishore', 'SV Samson', 'TU Deshpande', 'M Shahrukh Khan', 'M Theekshana', 'JC Buttler', 'R Parag']","['B Sai Sudharsan', 'JC Buttler', 'M Prasidh Krishna', 'R Sai Kishore', 'Shubman Gill', 'SV Samson', 'Mohammed Siraj', 'SO Hetmyer', 'SE Rutherford', 'R Parag', 'Sandeep Sharma']",7
Gujarat Titans_vs_Royal Challengers Bengaluru_2024-05-04,2024-05-04,"M Chinnaswamy Stadium, Bengaluru","['Vijaykumar Vyshak', 'J Little', 'F du Plessis', 'V Kohli', 'Noor Ahmad', 'Yash Dayal', 'Mohammed Siraj', 'M Shahrukh Khan', 'R Tewatia', 'DA Miller', 'KD Karthik']","['J Little', 'V Kohli', 'F du Plessis', 'M Shahrukh Khan', 'Noor Ahmad', 'KD Karthik', 'B Sai Sudharsan', 'Vijaykumar Vyshak', 'R Tewatia', 'WG Jacks', 'Mohammed Siraj']",9
Gujarat Titans_vs_Royal Challengers Bengaluru_2024-04-28,2024-04-28,"Narendra Modi Stadium, Ahmedabad","['WG Jacks', 'B Sai Sudharsan', 'V Kohli', 'M Shahrukh Khan', 'F du Plessis', 'DA Miller', 'Mohammed Siraj', 'Swapnil Singh', 'R Sai Kishore', 'GJ Maxwell', 'Shubman Gill']","['WG Jacks', 'B Sai Sudharsan', 'Shubman Gill', 'MM Sharma', 'V Kohli', 'R Sai Kishore', 'F du Plessis', 'DA Miller', 'S Sandeep Warrier', 'GJ Maxwell', 'M Shahrukh Khan']",9
Gujarat Titans_vs_Sunrisers Hyderabad_2023-05-15,2023-05-15,"Narendra Modi Stadium, Ahmedabad","['B Kumar', 'Shubman Gill', 'Mohammed Shami', 'MM Sharma', 'H Klaasen', 'B Sai Sudharsan', 'M Jansen', 'B Kumar', 'M Markande', 'Yash Dayal', 'T Natarajan']","['MM Sharma', 'B Sai Sudharsan', 'Shubman Gill', 'H Klaasen', 'B Kumar', 'Mohammed Shami', 'Rashid Khan', 'HH Pandya', 'RA Tripathi', 'Abdul Samad', 'DA Miller']",6
Kolkata Knight Riders_vs_Chennai Super Kings_2024-04-08,2024-04-08,"MA Chidambaram Stadium, Chepauk, Chennai","['RD Gaikwad', 'RA Jadeja', 'TU Deshpande', 'Mustafizur Rahman', 'VG Arora', 'S Dube', 'SS Iyer', 'SP Narine', 'A Raghuvanshi', 'DJ Mitchell', 'SP Narine']","['Mustafizur Rahman', 'SP Narine', 'RD Gaikwad', 'A Raghuvanshi', 'SP Narine', 'S Dube', 'VG Arora', 'TU Deshpande', 'AD Russell', 'RK Singh', 'R Ravindra']",7
Kolkata Knight Riders_vs_Delhi Capitals_2023-04-20,2023-04-20,"Arun Jaitley Stadium, Delhi","['DA Warner', 'AR Patel', 'CV Varun', 'N Rana', 'Kuldeep Yadav', 'AS Roy', 'I Sharma', 'A Nortje', 'Mukesh Kumar', 'JJ Roy', 'AD Russell']","['CV Varun', 'DA Warner', 'AS Roy', 'JJ Roy', 'N Rana', 'AR Patel', 'N Rana', 'MR Marsh', 'Mukesh Kumar', 'MK Pandey', 'AD Russell']",8
